Unnamed: 0,movie_id,original_language,original_title,popularity,release_date,title,vote_average,vote_count,genres
0,783461,hi,लूप लपेटा,56.311,2022-02-04,Looop Lapeta,6.2,54,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
1,592508,hi,Sooryavanshi,45.077,2021-11-05,Sooryavanshi,5.8,133,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
2,864692,hi,पठान,47.611,2023-01-25,Pathaan,6.7,70,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
3,1018228,hi,चोर निकल के भागा,43.789,2023-03-24,Chor Nikal Ke Bhaga,7.2,55,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
4,20453,hi,3 Idiots,37.26,2009-12-25,3 Idiots,8.0,2052,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
5,26022,hi,My Name Is Khan,31.062,2010-02-10,My Name Is Khan,8.1,1133,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
6,19404,hi,दिलवाले दुल्हनिया ले जायेंगे,22.596,1995-10-19,Dilwale Dulhania Le Jayenge,8.6,4097,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
7,767377,hi,धमाका,21.147,2021-11-19,Dhamaka,7.1,73,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
8,496331,hi,ब्रह्मास्त्र पहला भाग: शिवा,21.294,2022-09-09,Brahmāstra Part One: Shiva,6.7,109,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]"
9,534780,hi,अंधाधुन,18.334,2018-10-05,Andhadhun,7.6,396,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 35, 'name': 'Comedy'}]"
10,8079,hi,ओम शांति ओम,15.26,2007-11-09,Om Shanti Om,7.0,286,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
11,105379,hi,Blood Money,21.859,2012-03-31,Blood Money,6.1,7,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
12,10757,hi,कभी ख़ुशी कभी ग़म,13.112,2001-12-14,Kabhi Khushi Kabhie Gham,7.8,464,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
13,44977,hi,धूम ३,12.745,2013-12-20,Dhoom 3,6.0,232,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
14,974025,hi,गुमराह,13.687,2023-04-07,Gumraah,0.0,0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
15,360814,hi,दंगल,15.615,2016-12-23,Dangal,8.0,809,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]"
16,37737,hi,Kites,12.588,2010-05-21,Kites,7.2,180,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"
17,444713,hi,कमांडो 2,12.283,2017-03-02,Commando 2 -  The Black Money Trail,6.0,32,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
18,14395,hi,कभी अलविदा ना कहना,14.552,2006-08-11,Kabhi Alvida Naa Kehna,6.4,174,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
19,7508,hi,तारे ज़मीन पर,18.721,2007-12-21,Like Stars on Earth,8.0,961,"[{'id': 18, 'name': 'Drama'}]"
20,466550,hi,Drive,15.674,2019-11-01,Drive,5.3,48,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
21,11854,hi,कुछ कुछ होता है,15.616,1998-10-16,Kuch Kuch Hota Hai,7.6,333,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
22,73582,hi,Bodyguard,11.58,2011-08-31,Bodyguard,5.3,114,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]"
23,560964,hi,जंगली,12.369,2019-03-29,Junglee,6.7,94,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]"
24,695958,hi,द गर्ल ऑन द ट्रेन,12.006,2021-02-26,The Girl on the Train,5.8,66,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
25,391629,hi,बाघी,14.936,2016-04-29,Baaghi,6.5,97,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]"
26,138122,hi,Student of the Year,11.169,2012-10-19,Student of the Year,5.8,137,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
27,93519,hi,कारन अर्जुन,15.768,1995-01-13,Karan Arjun,6.7,87,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
28,117691,hi,गैंग्स ऑफ़ वास्सेपुर पार्ट - १,14.655,2012-06-22,Gangs of Wasseypur - Part 1,7.1,301,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
29,363343,hi,रईस,10.656,2017-01-25,Raees,6.7,183,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
30,348892,hi,बजरंगी भाईजान,11.861,2015-07-17,Bajrangi Bhaijaan,7.8,401,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
31,297222,hi,पीके,14.1,2014-12-19,PK,7.7,833,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]"
32,14072,hi,रब ने बना दी जोड़ी,13.329,2008-12-12,Rab Ne Bana Di Jodi,7.1,230,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
33,14194,hi,धूम २,11.573,2006-11-24,Dhoom 2,6.6,203,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
34,432527,hi,पद्मावत,14.328,2018-01-25,Padmaavat,6.9,229,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
35,11518,hi,मोहब्बतें,13.062,2000-10-27,Mohabbatein,7.0,192,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
36,26277,hi,मुझसे दोस्ती करोगे!,12.912,2002-08-09,Mujhse Dosti Karoge!,6.4,62,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
37,915831,hi,"मोनिका, ओ माय डार्लिंग",11.756,2022-11-11,"Monica, O My Darling",7.2,37,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
38,4251,hi,वीर-ज़ारा,12.264,2004-11-12,Veer-Zaara,7.4,219,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
39,283589,hi,बैंग बैंग,10.011,2014-10-02,Bang Bang!,6.2,167,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
40,19666,hi,लगान,12.501,2001-06-15,Lagaan: Once Upon a Time in India,7.3,472,"[{'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
41,191714,hi,The Lunchbox,12.235,2013-09-20,The Lunchbox,7.3,599,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
42,664332,hi,गंगूबाई काठियावाड़ी,11.621,2022-02-25,Gangubai Kathiawadi,7.4,95,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
43,480,hi,Monsoon Wedding,11.214,2001-11-30,Monsoon Wedding,6.8,175,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
44,61202,hi,ज़िन्दगी ना मिलेगी दोबारा,10.46,2011-07-15,Zindagi Na Milegi Dobara,7.5,283,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
45,15774,hi,स्वदेस,8.693,2004-12-17,Swades,7.3,265,"[{'id': 18, 'name': 'Drama'}]"
46,370665,hi,दिलवाले,11.928,2015-12-18,Dilwale,6.6,258,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
47,14070,hi,गजनी,12.145,2008-12-25,Ghajini,7.0,335,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
48,206324,hi,भाग मिल्खा भाग,7.893,2013-07-12,Bhaag Milkha Bhaag,7.5,212,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
49,132316,hi,जब तक है जान,10.632,2012-11-13,Jab Tak Hai Jaan,7.2,214,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
50,679018,hi,जर्सी,10.358,2022-04-22,Jersey,7.2,31,"[{'id': 18, 'name': 'Drama'}]"
51,30066,hi,गोल माल,11.233,1979-04-19,Gol Maal,7.3,62,"[{'id': 35, 'name': 'Comedy'}]"
52,15917,hi,देवदास,12.372,2002-07-12,Devdas,7.6,284,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
53,658412,hi,लूडो,9.032,2020-11-12,Ludo,7.3,80,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]"
54,1092654,hi,गैसलाइट,12.254,2023-03-31,Gaslight,4.8,5,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
55,85985,hi,एक था टाइगर,10.061,2012-08-15,Ek Tha Tiger,6.1,147,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
56,14163,hi,चकदे! इंडिया,11.055,2007-08-10,Chak De! India,7.3,270,"[{'id': 18, 'name': 'Drama'}]"
57,118628,hi,इंग्लिश विंग्लिश,8.301,2012-10-05,English Vinglish,7.2,222,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
58,585268,hi,War,11.31,2019-10-02,War,6.7,194,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]"
59,965606,hi,भोला,11.001,2023-03-30,Bholaa,8.0,3,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]"
60,33142,hi,विवाह,9.329,2006-11-10,Vivah,6.4,68,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
61,491625,hi,गल्ली बॉय,9.545,2019-02-14,Gully Boy,7.5,146,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
62,4254,hi,कल हो ना हो,13.277,2003-11-27,Kal Ho Naa Ho,7.4,321,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
63,413543,hi,Dear Zindagi,9.782,2016-11-24,Dear Zindagi,7.1,197,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
64,4435,hi,अशोक,11.755,2001-10-26,Aśoka,6.4,133,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
65,70590,hi,Singham,8.252,2011-07-22,Singham,6.7,121,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]"
66,20294,hi,Welcome,11.488,2007-12-21,Welcome,6.9,123,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
67,8453,hi,फ़ना,11.737,2006-05-26,Fanaa,6.7,170,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
68,14134,hi,मैं हूँ ना,11.984,2004-04-30,Main Hoon Na,6.9,211,"[{'id': 18, 'name': 'Drama'}]"
69,12259,hi,शोले,11.982,1975-08-15,Sholay,7.0,223,"[{'id': 28, 'name': 'Action'}]"
70,675592,hi,Guilty,8.715,2020-03-06,Guilty,6.7,49,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
71,31977,hi,Black,7.477,2005-02-04,Black,7.7,172,"[{'id': 18, 'name': 'Drama'}]"
72,17478,hi,धूम,9.976,2004-08-27,Dhoom,6.3,159,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
73,498448,hi,केसरी,9.908,2019-03-21,Kesari,7.2,81,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
74,277432,hi,Happy New Year,10.969,2014-10-24,Happy New Year,6.1,212,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
75,381418,hi,सनम तेरी कसम,9.967,2016-02-05,Sanam Teri Kasam,8.0,100,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
76,376812,hi,सुल्तान,9.961,2016-07-06,Sultan,6.9,182,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]"
77,332835,hi,पीकू,8.71,2015-05-08,Piku,7.0,158,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
78,204435,hi,कृष ३,8.456,2013-11-01,Krrish 3,5.7,141,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]"
79,538858,hi,तुम्बाड,9.199,2018-10-12,Tumbbad,7.5,186,"[{'id': 27, 'name': 'Horror'}, {'id': 14, 'name': 'Fantasy'}]"
80,496076,hi,शून्य,9.255,2018-12-21,Zero,5.2,77,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
81,28740,hi,Black Friday,7.804,2007-02-09,Black Friday,7.3,71,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
82,17501,hi,डॉन,9.425,2006-10-20,Don,7.0,219,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
83,11807,hi,जब वी मेट,9.422,2007-10-26,Jab We Met,7.3,221,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
84,25868,hi,Aladin,12.012,2009-10-29,Aladin,6.2,78,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
85,821119,hi,Jaadugar,8.967,2022-07-15,Jaadugar,6.5,16,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
86,16987,hi,कहो ना प्यार है,8.899,2000-01-14,Kaho Naa... Pyaar Hai,6.8,105,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
87,222951,hi,B.A. Pass,9.067,2012-08-02,B.A. Pass,5.8,31,"[{'id': 18, 'name': 'Drama'}]"
88,135718,hi,ओएमजी - ओ माय गॉड!,11.134,2012-09-28,OMG: Oh My God!,7.3,182,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
89,362045,hi,बाजीराव मस्तानी,7.873,2015-12-18,Bajirao Mastani,7.2,242,"[{'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
90,352173,hi,दृश्यम्,12.622,2015-07-31,Drishyam,7.8,323,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
91,19657,hi,बाज़ीगर,8.37,1993-11-12,Baazigar,6.9,92,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
92,464458,hi,इत्तेफ़ाक़,7.884,2017-11-03,Ittefaq,7.0,84,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
93,280690,hi,Kick,10.854,2014-07-25,Kick,5.9,121,"[{'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
94,336203,hi,मसान,7.333,2015-07-24,Masaan,7.0,144,"[{'id': 18, 'name': 'Drama'}]"
95,393562,hi,रमन राघव २.०,7.328,2016-06-24,Raman Raghav 2.0,7.1,103,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
96,496328,hi,संजू,8.33,2018-06-29,Sanju,7.3,155,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
97,530154,hi,Lust Stories,7.803,2018-06-15,Lust Stories,6.3,91,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
98,86004,hi,तलाश,9.567,2012-11-30,Talaash,6.8,178,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
99,48391,hi,Jism,10.381,2003-01-17,Jism,4.5,19,"[{'id': 53, 'name': 'Thriller'}]"
100,13986,hi,दिल तो पागल है,8.055,1997-10-30,Dil To Pagal Hai,6.8,137,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
101,205022,hi,Chennai Express,13.802,2013-08-09,Chennai Express,6.6,277,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]"
102,7913,hi,रंग दे बसंती,11.296,2006-01-26,Rang De Basanti,7.2,369,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
103,41109,hi,Don 2,8.297,2011-12-23,Don 2,7.0,196,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
104,15772,hi,गुरु,11.539,2007-01-12,Guru,6.8,103,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
105,338065,hi,दिल धड़कने दो,8.538,2015-06-05,Dil Dhadakne Do,6.9,118,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
106,14073,hi,जोधा अकबर,10.779,2008-02-15,Jodhaa Akbar,7.4,210,"[{'id': 10749, 'name': 'Romance'}, {'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]"
107,127501,hi,बर्फी!,8.531,2012-09-14,Barfi!,7.5,272,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
108,15864,hi,बचना ऐ हसीनो,7.893,2008-08-15,Bachna Ae Haseeno,6.2,71,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
109,505175,hi,Love per Square Foot,9.515,2018-02-14,Love per Square Foot,6.7,100,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
110,22717,hi,वांटेड,9.952,2009-09-18,Wanted,5.9,90,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
111,24827,hi,अजब प्रेम कि ग़ज़ब कहानी,8.0,2009-11-06,Ajab Prem Ki Ghazab Kahani,6.2,109,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}]"
112,645484,hi,दिल बेचारा,7.984,2020-07-24,Dil Bechara,6.9,74,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
113,563987,hi,Pihu,11.625,2018-11-16,Pihu,7.6,79,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]"
114,441909,hi,टाइगर ज़िंदा है,11.123,2017-12-22,Tiger Zinda Hai,6.1,96,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
115,33081,hi,पहेली,11.072,2005-06-24,Paheli,6.2,78,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]"
116,491629,hi,राज़ी,8.238,2018-05-11,Raazi,7.2,130,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]"
117,21566,hi,Raja Hindustani,10.229,1996-11-15,Raja Hindustani,6.5,50,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
118,67109,hi,Delhi Belly,7.722,2011-07-01,Delhi Belly,6.9,150,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
119,1019638,hi,Faraaz,12.818,2023-02-03,Faraaz,4.8,2,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
120,472138,hi,Thugs of Hindostan,7.778,2018-11-08,Thugs of Hindostan,5.7,85,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]"
121,1029827,hi,दृश्यम २,10.149,2022-11-18,Drishyam 2,8.0,35,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
122,14071,hi,दोस्ताना,9.962,2008-11-14,Dostana,6.2,130,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
123,20495,hi,मुझसे शादी करोगी,8.067,2004-07-30,Mujhse Shaadi Karogi,6.5,87,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
124,19025,hi,भूल भुलैया,9.202,2007-10-12,Bhool Bhulaiyaa,6.6,136,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
125,21614,hi,Hera Pheri,9.95,2000-03-31,Hera Pheri,7.0,199,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
126,185008,hi,ये जवानी है दीवानी,8.698,2013-05-31,Yeh Jawaani Hai Deewani,7.2,211,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]"
127,441906,hi,जब हैरी मेट सेजल,8.45,2017-08-04,Jab Harry Met Sejal,6.5,158,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
128,554600,hi,Uri: The Surgical Strike,8.951,2019-01-11,Uri: The Surgical Strike,7.1,166,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
129,601643,hi,Ghost Stories,9.724,2020-01-01,Ghost Stories,5.2,59,"[{'id': 27, 'name': 'Horror'}]"
130,19703,hi,A Wednesday!,9.69,2008-09-05,A Wednesday!,7.0,262,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
131,21297,hi,Wake Up Sid,6.438,2009-10-02,Wake Up Sid,7.1,128,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
132,786190,hi,पगलैट,5.721,2021-03-26,Pagglait,6.7,29,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
133,376869,hi,नीरजा,7.673,2016-02-19,Neerja,7.4,200,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
134,801526,hi,डार्लिंग्स,7.572,2022-08-05,Darlings,7.2,36,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
135,596650,hi,छिछोरे,7.426,2019-09-05,Chhichhore,7.7,102,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
136,402672,hi,मोहेंजो डरो,7.177,2016-08-12,Mohenjo Daro,6.4,67,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
137,915865,hi,Mrs Undercover,13.168,2023-04-14,Mrs Undercover,0.0,0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
138,85052,hi,हाउसफुल २,10.77,2012-04-05,Housefull 2,5.5,87,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
139,118051,hi,कॉकटेल,8.069,2012-07-13,Cocktail,6.3,97,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
140,39039,hi,आवारा,5.965,1951-12-14,Awaara,7.3,52,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
141,802403,hi,Ajeeb Daastaans,6.428,2021-04-16,Ajeeb Daastaans,6.5,25,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
142,447856,hi,Pad Man,7.661,2018-02-09,Pad Man,7.5,173,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
143,669583,hi,Did It Happen?,10.563,2020-02-02,Did It Happen?,6.4,5,[]
144,531597,hi,सत्यमेव जयते,9.448,2018-08-15,Satyameva Jayate,6.9,43,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
